customer_id,tenure_months,total_spend,monthly_usage_hours,support_ticket_count,contract_type,payment_method,last_login,churn
40,16,2524.647162842677,36.81324788055571,4,yearly,upi,2024-08-12,0
41,15,521.9689414812317,69.42703287414632,4,monthly,upi,2024-10-03,0
42,47,2839.769616668545,49.02143115730038,0,yearly,credit_card,2024-02-06,0
43,51,2563.6388650487347,46.57697464882011,2,two_year,upi,2024-12-27,0
44,44,807.7387723598802,86.26941526603002,3,monthly,paypal,2024-09-30,0
45,55,2266.124444278568,9.766040132375423,1,yearly,debit_card,2024-01-18,1
46,52,1737.11279522416,88.7864306440275,0,yearly,credit_card,2024-07-15,0
47,57,2656.9712889954276,85.94663459371291,0,monthly,debit_card,2024-03-16,1
48,3,2969.706243601116,53.104794088369964,0,two_year,debit_card,2024-09-05,0
49,37,141.62833517532658,51.569271149534686,2,yearly,credit_card,2024-04-21,1
50,51,3828.9293164528212,39.37169996337157,1,two_year,debit_card,2024-11-07,0
51,7,3593.77003012253,99.44651020976477,1,monthly,debit_card,2024-01-02,0
52,21,,15.561086611614916,1,yearly,paypal,2024-10-03,0
53,9,359.3860842872095,61.07044738471767,1,yearly,upi,2024-09-28,0
54,39,3799.169444946747,69.75975106067962,4,two_year,upi,2024-06-12,0
55,18,4780.358286342849,93.76135078060972,1,two_year,upi,2024-04-08,0
56,4,1276.7428205078695,79.11933220139234,1,two_year,upi,,0
57,25,1685.2706073114857,66.16548426709696,1,monthly,debit_card,2024-10-16,0
58,14,1000.6831584608933,16.097170097151654,1,two_year,upi,2024-04-07,0
59,50,2926.9870043897145,40.5046840989894,3,yearly,debit_card,2024-01-20,1
60,58,858.7228337725293,18.189956042058597,2,monthly,debit_card,2024-03-16,0
61,9,1845.3503229607593,88.7152095842238,2,monthly,paypal,2024-08-24,0
62,26,3515.3637682778885,76.21400977854609,3,monthly,debit_card,2024-05-30,1
63,53,2844.5683167458074,76.96599474573678,2,yearly,debit_card,2024-10-15,0
64,2,1993.6665652068828,66.9643691884867,1,two_year,paypal,2024-05-14,0
65,20,2159.2230488569553,53.16913600898742,3,monthly,paypal,,0
66,28,2854.3433248538245,19.24725064903223,0,monthly,credit_card,2024-06-21,0
67,47,128.7371666470904,36.32101423697992,4,yearly,credit_card,2024-02-17,0
68,7,484.6983554226883,18.007000285304603,3,yearly,debit_card,2024-04-23,0
69,44,4418.164532038757,73.8667485709726,3,two_year,paypal,2024-03-19,0
70,8,481.6070465473247,20.221733722090477,1,two_year,credit_card,2024-11-26,0
71,47,3563.3376214314753,71.70078726631013,2,two_year,credit_card,2024-09-11,1
72,35,4608.187004134357,70.76426201161095,4,yearly,paypal,2024-11-20,1
73,14,1426.3496610784823,48.633925504172446,3,monthly,debit_card,2024-07-10,1
74,17,1915.4080415916198,17.84672214121497,1,monthly,debit_card,2024-09-04,0
75,36,2887.7148886391096,34.90607848273349,0,yearly,paypal,2024-09-26,0
76,50,4420.373951229065,35.40884536217739,1,two_year,upi,2024-08-22,1
77,40,4715.337377576059,71.53658764861288,0,monthly,debit_card,2024-12-25,1
78,4,3723.8599157452136,15.80558684430381,5,monthly,paypal,2024-02-13,0
79,2,524.4368281880007,83.76152139052863,2,yearly,debit_card,2024-08-11,1
80,6,3378.855362120769,77.29569256766183,2,two_year,upi,2024-01-21,0
81,54,2110.488237176044,22.69915722655602,2,monthly,credit_card,2024-08-04,0
82,42,2406.4348975062017,73.3206162689945,0,two_year,upi,2024-07-10,0
83,4,340.82711269136746,68.50875223944307,1,yearly,paypal,2024-02-25,0
84,54,1036.2044827971552,76.07147601053799,0,yearly,debit_card,2024-01-11,0
85,29,3973.516676914874,22.948212767625975,2,two_year,debit_card,2024-12-22,0
86,18,2324.398281934513,19.971080604864518,5,monthly,paypal,2024-02-26,0
87,26,1578.1449839926295,27.46597866266165,1,monthly,debit_card,2024-08-10,0
88,44,1981.6934624282949,39.75781179915269,1,monthly,credit_card,2024-04-14,0
89,34,4286.557615295833,80.39817319840111,3,two_year,debit_card,2024-08-01,1
90,10,,75.10277406049075,1,two_year,credit_card,,0
91,36,1434.3454461873057,92.91790126646065,1,monthly,debit_card,2024-04-18,0
92,14,675.7590170406293,10.569808114368467,1,yearly,credit_card,2024-12-08,0
93,31,1334.7912860559513,6.097846696347632,2,yearly,credit_card,2024-02-07,0
94,48,,71.41818882157591,3,monthly,debit_card,2024-04-29,0
95,15,2949.7853054638013,31.53231210044574,2,two_year,debit_card,,0
96,8,2714.053022849436,36.737495075712665,2,monthly,upi,2024-01-07,0
97,14,3022.3286384930616,56.94619246187866,3,yearly,paypal,2024-05-09,0
98,23,1893.5385021579248,14.729246697045859,2,yearly,credit_card,2024-02-13,1
99,57,4054.8243995656126,66.05596957206473,2,yearly,upi,2024-07-12,0
100,40,2664.102621571224,35.88900739195927,4,monthly,paypal,2024-05-29,0
101,21,672.0647235670981,65.1079368085942,1,monthly,debit_card,2024-09-04,1
102,16,732.4191116624085,84.23065674197166,3,yearly,paypal,2024-04-07,0
103,45,2730.60981786283,21.25557666705582,4,yearly,credit_card,2024-02-06,1
104,18,4689.194068547112,93.43294382687942,2,yearly,upi,2024-11-08,0
105,47,1610.925396213374,55.41537340093216,3,yearly,upi,2024-05-18,1
106,53,4360.751727410169,92.678137691527,2,two_year,credit_card,2024-03-01,0
107,24,3844.0683742365086,24.734357809168923,2,monthly,paypal,2024-05-21,1
108,26,1314.2809702438435,62.43345313740257,3,two_year,credit_card,2024-03-12,0
109,25,278.069666749588,43.36927614574245,3,yearly,paypal,2024-03-21,0
110,45,599.0515991976754,78.55110815982125,4,yearly,credit_card,2024-03-17,0
111,41,3669.620275852457,62.56134960526315,2,two_year,paypal,2024-08-19,0
112,29,1078.381716399169,51.97896841104025,1,two_year,upi,2024-09-19,1
113,15,1919.2275104764296,91.73361361094582,3,two_year,debit_card,2024-03-19,0
114,45,2558.3259134314817,40.82612109630962,1,yearly,credit_card,2024-04-19,0
115,1,3654.794025405798,25.89811946532724,1,monthly,upi,2024-09-27,0
116,25,654.8329939697144,62.76961275094871,1,monthly,credit_card,2024-08-22,0
117,7,2091.1953858595616,64.2827015314173,3,two_year,credit_card,2024-08-15,0
118,9,2476.8572547992076,46.71398904932816,2,two_year,paypal,2024-07-24,0
119,24,2750.0526134605443,51.22795415049132,1,two_year,credit_card,2024-04-03,1
120,1,4109.967142836562,96.15757435849049,0,yearly,debit_card,2024-07-08,0
121,44,941.2231557117628,74.60514068269612,0,two_year,debit_card,2024-07-04,1
122,8,4058.374113950449,15.507166390844816,2,yearly,credit_card,2024-04-27,0
123,24,3495.104295713596,25.152356732708043,1,monthly,debit_card,2024-02-16,0
124,11,2823.766989574901,97.6797802713781,2,yearly,credit_card,2024-10-18,0
125,51,3527.6865649726024,74.01422761038548,2,two_year,paypal,2024-05-06,0
126,17,2118.8869208631163,91.92928698374205,1,yearly,upi,2024-03-18,0
127,8,778.1481712438103,33.86683907892859,5,yearly,paypal,2024-01-04,0
128,35,3362.2496773003,75.47735170822627,0,yearly,paypal,2024-11-24,1
129,35,2670.894302759549,72.83025730973358,4,yearly,credit_card,2024-12-18,1
130,33,3232.9365226596,32.995548616740635,3,yearly,upi,2024-02-27,0
131,59,1756.194027039601,57.32755091781701,3,yearly,paypal,2024-09-03,0
132,5,4543.646228965195,64.60443557067805,0,monthly,upi,2024-07-06,1
133,42,2978.112356020327,50.707522028609176,5,monthly,debit_card,2024-07-18,0
134,39,518.4721730252818,83.58197713251121,2,monthly,credit_card,2024-03-19,1
135,58,2304.0395544517005,84.122558970809,0,two_year,debit_card,2024-08-17,0
136,41,3806.144668243808,85.8070520886479,1,monthly,paypal,2024-11-16,1
137,28,3991.2593524881345,81.32523906432547,4,two_year,credit_card,2024-06-03,0
138,7,2523.525558542418,51.36793033372874,2,monthly,debit_card,2024-03-18,0
139,9,4484.263097073375,41.236638324155685,5,yearly,upi,2024-01-07,0
140,8,1411.5753422520581,83.9807469528652,5,yearly,debit_card,2024-03-28,0
141,12,2111.933616467506,51.56913856284535,2,monthly,upi,2024-12-01,0
142,34,4503.124861787954,28.405282869658276,2,monthly,paypal,2024-07-11,0
143,33,4491.657910710736,53.19763557061055,2,two_year,upi,2024-08-21,1
144,48,3459.9925672409363,18.475733082328,3,two_year,paypal,2024-11-27,1
145,55,4309.004680898879,70.7048016068859,2,two_year,debit_card,2024-10-23,1
146,23,534.98900808554,36.9125217542711,0,yearly,paypal,2024-03-14,0
147,24,4338.475383418104,29.76258585250816,1,monthly,credit_card,2024-10-24,0
148,37,1671.037542096111,95.86833089230078,2,two_year,credit_card,2024-10-31,0
149,35,973.82441089826,78.80369459703923,2,monthly,debit_card,2024-11-11,1
150,44,1272.9121980760272,79.7716027587735,1,monthly,credit_card,2024-01-12,0
151,40,2148.0456892680468,64.25358708152243,5,monthly,debit_card,2024-10-18,0
152,22,1330.8408225618894,84.72141699847823,0,yearly,upi,2024-10-24,1
153,27,1670.7811714808454,77.12043571052122,2,yearly,debit_card,2024-12-17,0
154,35,761.3945817510462,61.88350189269357,1,two_year,debit_card,2024-03-21,0
155,1,1551.2661512390928,96.30681817591315,2,monthly,debit_card,2024-10-02,0
156,35,2904.1906912558056,23.20152022002019,1,two_year,upi,2024-02-07,1
157,37,2265.0831696462133,94.62107330450135,3,monthly,paypal,2024-05-12,1
158,47,,43.13662538989217,3,monthly,credit_card,2024-07-18,0
159,14,3757.6154313998586,55.19790342314123,0,monthly,credit_card,2024-09-28,0
160,3,4478.198859827257,16.66023535670935,1,yearly,paypal,2024-02-29,1
161,1,3808.2671922217455,56.31020669757014,1,yearly,upi,2024-04-05,0
162,5,1726.803440376628,63.064641426528375,2,monthly,paypal,2024-01-03,0
163,26,3747.766622404013,99.78164647180978,7,two_year,paypal,2024-07-19,0
164,55,844.7028941228509,97.64327905179502,2,two_year,upi,2024-05-01,0
165,14,738.5581416473254,96.80774272805729,3,yearly,upi,2024-08-15,1
166,39,1793.5724814771788,38.09686570969545,3,monthly,paypal,2024-02-02,0
167,27,4057.741608315879,99.17031738077912,1,yearly,debit_card,2024-11-21,0
168,9,1307.106411487279,48.27042440153553,0,two_year,upi,2024-04-05,1
169,15,409.94170360352996,85.92444458238054,1,two_year,upi,2024-09-30,0
170,15,745.37672251114,25.55039705680234,1,yearly,paypal,2024-09-16,1
171,26,4307.850345794943,53.054152067377224,1,monthly,upi,2024-06-20,1
172,42,3205.5380952617093,96.77114913212252,1,yearly,credit_card,2024-08-25,0
173,13,1340.6857005128857,94.96798270772561,5,yearly,upi,2024-12-13,0
174,51,2820.9495441080885,69.95481339303554,5,yearly,debit_card,2024-06-11,0
175,32,2685.140149884217,80.79236064254069,2,monthly,credit_card,,0
176,39,3311.6362943592403,21.760536177228133,3,monthly,credit_card,2024-02-03,0
177,49,1242.6190166659198,73.55756220099495,3,two_year,credit_card,2024-04-22,0
178,52,4335.574637252548,63.71482679186037,2,monthly,upi,2024-06-13,0
179,32,1615.9059541920628,13.697414896368379,0,monthly,paypal,2024-08-17,0
180,4,3501.2451044835607,15.750105626019245,2,monthly,credit_card,2024-07-06,0
181,30,179.01076722385295,15.30214368636988,2,yearly,upi,2024-04-17,0
182,37,1926.0199364813213,73.81390880883438,2,two_year,upi,2024-07-27,1
183,23,1823.3781079981607,18.462944783519383,2,two_year,credit_card,2024-10-05,1
184,39,2763.073700056771,49.434565755874694,3,yearly,credit_card,2024-04-24,1
185,45,,38.91327155838699,2,two_year,paypal,2024-02-03,0
186,15,3971.6437312579305,57.297893373170695,3,yearly,credit_card,2024-02-27,0
187,43,1167.1259286610857,72.11526628584326,1,yearly,paypal,2024-03-29,0
188,29,3417.48529292185,70.04864103602654,2,monthly,debit_card,2024-10-30,0
189,36,4035.7394038960565,53.97439201186578,5,monthly,credit_card,2024-03-12,1
190,13,2853.1970855834143,49.11181299298662,0,monthly,paypal,2024-03-08,0
191,32,3730.327712937729,42.79248153661458,1,two_year,debit_card,2024-05-13,0
192,7,3343.115529853527,86.88144508891604,3,monthly,credit_card,2024-03-28,0
193,59,1842.0960060448374,36.430921462901274,1,two_year,debit_card,2024-07-30,0
194,51,4063.40684126447,29.63975301091201,2,monthly,credit_card,2024-09-15,1
195,22,1544.036712439087,75.61497189725077,3,monthly,credit_card,2024-12-26,0
196,28,2898.9432969824343,39.17752886118901,1,two_year,upi,2024-11-09,0
197,2,3752.4489217935434,85.4648669769405,2,two_year,debit_card,2024-01-23,0
198,42,1956.8839580812871,36.14942827052875,5,monthly,upi,2024-07-03,1
199,45,1583.5612773253827,71.68475833458588,3,yearly,debit_card,2024-03-23,1
200,57,2350.795449846831,9.285355597106928,1,two_year,paypal,2024-05-08,0
201,53,4108.021122310853,41.628473610480405,3,two_year,credit_card,2024-09-15,0
202,6,4656.616639413757,37.60686662191739,4,monthly,debit_card,2024-10-05,0
203,28,2770.908723013462,82.58448023121272,3,monthly,paypal,2024-01-01,1
204,28,,96.87026330668945,2,two_year,upi,2024-01-05,0
205,44,4526.0407489706795,48.783721285831334,4,monthly,credit_card,2024-06-04,1
206,44,582.8795719234176,83.35944632960701,3,yearly,credit_card,2024-03-09,0
207,20,1237.1850315442086,71.47099659094968,0,two_year,upi,2024-03-23,0
208,30,,96.90166882805086,2,yearly,upi,2024-10-26,0
209,11,4136.347863370269,82.05530886256835,1,two_year,debit_card,2024-07-18,0
210,58,4299.442238819832,12.360416266554399,3,yearly,upi,2024-03-21,1
211,55,2134.0251665891697,72.76176362631244,1,monthly,upi,2024-10-07,0
212,28,537.7655212301474,55.872472965125496,1,monthly,upi,2024-03-16,1
213,25,2245.1292387681374,6.561425503571081,1,two_year,debit_card,2024-08-25,1
214,39,1230.5994920145636,28.87473107891715,0,two_year,upi,2024-10-11,0
215,33,1526.8626294834585,92.56674827755484,0,yearly,debit_card,2024-08-22,0
216,1,3884.1110285037785,92.97583041474152,2,monthly,credit_card,2024-10-16,0
217,57,470.08272152684566,80.89079371906027,3,monthly,upi,,1
218,27,4155.14796565544,98.26906231140899,1,yearly,debit_card,,1
219,57,2195.5785205384286,81.62179633929946,3,two_year,debit_card,2024-07-20,0
220,52,3020.713262392916,5.9693977920982935,3,yearly,paypal,2024-07-28,0
221,13,539.2959330548272,32.34426232864362,1,yearly,debit_card,2024-01-22,0
222,41,,7.909297312587472,3,yearly,paypal,2024-06-29,1
223,3,539.5345031727443,13.940257030068148,1,yearly,debit_card,2024-01-31,1
224,39,4811.564242117437,25.789877610323725,2,two_year,debit_card,2024-11-17,0
225,6,4055.582081698627,52.83806190092463,3,yearly,paypal,2024-08-02,1
226,8,2352.200496346655,85.51554032889169,1,monthly,credit_card,2024-09-15,1
227,27,1195.6524867859885,86.88684183492526,6,two_year,credit_card,2024-06-22,0
228,9,4673.930015724276,63.53917656294317,5,yearly,credit_card,2024-12-09,0
229,37,1788.5233190621616,93.17671421129232,2,yearly,paypal,2024-08-04,1
230,33,888.8237152681363,52.50592102606977,1,monthly,upi,2024-06-17,1
231,51,2859.505503424379,89.45842419265415,1,yearly,debit_card,2024-01-13,0
232,42,4724.493189689599,48.13619935154115,1,monthly,paypal,2024-01-10,0
233,44,118.76842345158062,31.336375705078815,0,monthly,upi,,0
234,24,1266.811731944594,92.05922721954063,2,yearly,upi,2024-12-06,0
235,15,4698.393438010998,41.853832189492586,1,two_year,credit_card,2024-10-24,1
236,59,938.321237600094,52.82339034022385,1,two_year,upi,2024-10-22,0
237,54,654.8929130351173,36.24176009041433,3,yearly,paypal,2024-08-12,1
238,32,2893.9173574190418,67.96957202761934,1,yearly,paypal,2024-03-07,0
239,32,4323.034734144667,99.52796637557337,4,two_year,credit_card,,0
240,24,2437.838106700238,7.423787142153116,2,yearly,debit_card,2024-01-15,0
241,41,4973.364857754172,90.48556057067464,1,yearly,debit_card,2024-01-01,0
242,52,3427.941327736165,5.372975413980213,0,monthly,credit_card,2024-11-14,1
243,49,,39.60164870889005,2,two_year,debit_card,2024-11-25,0
244,49,4964.877445241679,21.01764659750386,0,monthly,upi,2024-09-28,1
245,58,2098.681760222933,76.94746916389238,2,two_year,credit_card,2024-12-16,0
246,52,1508.2724158428643,9.808029871931481,1,monthly,upi,2024-01-28,0
247,12,2833.6079995316395,57.58107059051115,0,two_year,upi,2024-02-06,0
248,39,1591.1071999222352,33.0179827153047,1,two_year,debit_card,2024-12-12,0
249,2,,17.6986736421467,1,monthly,credit_card,2024-02-23,1
250,3,106.99888108796593,78.32273014975088,2,yearly,paypal,2024-04-28,1
251,49,2302.9584293092853,25.654599254249387,2,two_year,paypal,2024-07-31,0
252,37,,26.249145145219195,0,yearly,paypal,2024-10-19,1
253,49,2904.344409587375,31.132294588102685,1,yearly,credit_card,2024-09-05,0
254,56,4996.11576482286,60.742842563662606,4,monthly,upi,2024-05-29,0
255,17,1505.54856367128,67.66826351062109,1,yearly,upi,2024-05-11,1
256,59,1474.2298173242712,6.672239751627771,0,yearly,paypal,2024-02-13,0
257,49,882.7723551463266,27.97761543081008,2,two_year,upi,2024-05-12,0
258,2,903.9115825001423,45.94223003800187,3,two_year,paypal,2024-09-11,0
259,2,1497.4143204492343,36.53781045531714,5,two_year,debit_card,2024-07-26,0
260,28,3984.916221840283,88.99621255853417,3,yearly,paypal,2024-07-02,0
261,54,4538.208274118595,79.83232943420978,2,two_year,credit_card,2024-01-15,0
262,23,,64.45957047618862,4,two_year,upi,2024-11-02,0
263,37,1238.219305072618,37.11402951971878,0,two_year,credit_card,2024-06-01,0
264,32,4418.357973509049,71.56387276038518,0,monthly,paypal,2024-07-22,0
265,33,1708.4499374589516,85.14561122035047,0,yearly,debit_card,2024-12-27,0
266,1,652.9186681327336,61.508885849103734,1,monthly,paypal,2024-03-12,0
267,19,4363.122135048811,79.52383935487101,0,monthly,upi,2024-06-29,0
268,2,3216.917609753731,76.16497133297604,4,monthly,credit_card,2024-03-07,1
269,53,907.1813907972024,59.31504456023061,2,two_year,paypal,2024-06-20,1
270,44,2206.1731618137123,34.65740559804354,4,monthly,debit_card,2024-10-20,1
271,26,1507.5627048976314,75.84930501012082,4,yearly,paypal,2024-07-07,0
272,32,3710.2933866799654,24.64565480397261,0,monthly,credit_card,2024-03-09,1
273,6,2321.7395300589133,79.05139291479571,1,monthly,upi,,1
274,32,4947.471731021286,81.43193575354064,1,yearly,credit_card,2024-04-12,0
275,55,368.2504130720161,83.10376355918544,3,two_year,debit_card,2024-08-26,0
276,4,1839.5748040676087,49.927017242953475,1,monthly,debit_card,2024-04-21,0
277,55,2461.310818838889,23.285672938190057,3,yearly,debit_card,,0
278,11,2565.354418266767,14.47374200627653,2,monthly,upi,2024-02-01,0
279,56,1648.0855296896202,75.6193187963528,2,monthly,credit_card,2024-09-08,1
280,59,3673.2772205780834,89.19483153033225,1,two_year,upi,2024-01-27,1
281,17,4386.260660095976,66.82964408950613,0,yearly,paypal,2024-10-16,0
282,38,4699.724579691529,18.69520573689511,1,monthly,debit_card,2024-11-17,0
283,24,4044.9575463176784,93.81516260916953,1,monthly,upi,2024-04-26,1
284,5,4267.842966802337,98.96469138123535,1,yearly,debit_card,2024-11-04,0
285,52,2797.671973037978,46.17096794381759,7,monthly,paypal,2024-05-16,1
286,34,4146.852309491392,61.50840248100827,2,two_year,paypal,2024-06-07,0
287,6,1587.169154824966,78.83670940015749,3,yearly,upi,2024-11-07,0
288,22,2052.5459343351504,74.95703005475424,4,two_year,debit_card,2024-12-17,1
289,11,1652.873767710867,96.93978323367767,2,yearly,upi,2024-03-14,0
290,48,2390.1979436948345,15.913893652484946,1,monthly,upi,2024-08-01,0
291,16,1499.3401195693182,60.16886228356654,0,yearly,paypal,2024-02-20,0
292,33,4811.8960670467895,70.73348486894375,2,yearly,upi,2024-06-09,0
293,9,1632.938677227774,89.55935029782866,2,yearly,upi,2024-12-02,0
294,59,580.4182367436051,88.04041463322432,2,monthly,debit_card,,0
295,6,,97.90998038832255,6,monthly,debit_card,2024-08-23,1
296,16,379.7854843813642,53.64745312407951,1,two_year,debit_card,2024-03-23,0
297,29,,83.92228234725653,4,two_year,paypal,,0
298,3,1175.0080070616068,45.59176227209613,2,monthly,debit_card,2024-05-18,0
299,20,2375.316224422494,45.11981839632306,0,monthly,paypal,2024-08-21,0
300,59,2222.929568314237,29.068094624921606,4,yearly,upi,2024-01-28,0
301,36,4018.4901238136767,82.73254226682683,2,monthly,credit_card,2024-05-17,0
302,19,3723.4258040321556,98.65243505228398,2,two_year,upi,2024-10-17,0
303,26,2188.9596405544366,29.352464192989498,3,monthly,paypal,2024-09-30,1
304,3,1735.1506171205865,10.33250086200187,1,two_year,paypal,2024-05-12,0
305,19,1650.697041901343,82.4765315548057,0,monthly,upi,2024-12-07,1
306,20,3892.575927740644,63.92185499080183,0,monthly,credit_card,2024-06-06,1
307,32,355.15479048422173,96.17138605234543,4,yearly,upi,2024-12-03,0
308,7,,28.962725812310463,3,two_year,credit_card,2024-11-16,0
309,52,3998.1675204405756,11.747627510121703,1,monthly,debit_card,2024-07-14,1
310,41,2438.0172423463414,51.782014782317646,0,yearly,credit_card,2024-07-08,1
311,33,741.3175789125222,13.119272181689011,0,yearly,upi,2024-12-27,0
312,40,1254.2730795130562,29.87005010475721,1,two_year,paypal,2024-06-24,0
313,39,4669.269370177174,16.96789677782099,0,yearly,debit_card,2024-04-21,0
314,18,4311.564580562,26.292557067707477,2,two_year,debit_card,2024-05-31,1
315,40,3577.9467460974656,15.083742018032225,1,two_year,credit_card,2024-03-21,0
316,1,2462.9036286529004,95.62106994559211,3,two_year,credit_card,2024-06-19,1
317,11,2649.58576833779,31.463457777724873,3,yearly,credit_card,2024-12-06,1
318,28,4878.698222891398,47.17027066929372,0,yearly,upi,2024-07-18,0
319,57,4832.275175033007,90.36812172525111,3,two_year,debit_card,2024-09-30,0
320,25,1154.818324350588,69.34555085634007,2,yearly,debit_card,2024-06-09,0
321,50,,63.71356065336856,2,yearly,credit_card,2024-04-03,0
322,23,1066.4890642183823,72.02850308427954,2,two_year,upi,2024-01-09,0
323,31,,83.73811442501128,5,two_year,debit_card,2024-06-28,0
324,30,3412.855867406426,88.3785804459173,4,yearly,debit_card,,0
325,42,2084.5053830789875,66.05076871317752,2,two_year,debit_card,2024-01-02,0
326,35,4664.567594821949,89.55069109593548,5,two_year,debit_card,2024-10-09,1
327,7,536.1477009904432,55.8627651054203,1,monthly,debit_card,2024-12-22,0
328,16,2606.4756399665157,31.342631345500227,1,two_year,paypal,2024-06-10,0
329,26,4600.755499171294,88.60728734396521,2,monthly,debit_card,2024-01-11,0
330,48,4530.1569363495755,56.439918604243275,2,yearly,credit_card,2024-09-03,0
331,57,866.993145737132,91.08307081888725,0,yearly,debit_card,2024-10-13,1
332,52,1896.5247304726367,8.815942325305215,2,monthly,debit_card,2024-02-25,0
333,49,3133.6948602288116,42.763996396417376,1,monthly,credit_card,2024-12-10,0
334,2,881.0349353798707,95.04147674443448,2,monthly,paypal,2024-08-21,1
335,1,4843.30864302412,28.716758812038762,0,monthly,credit_card,2024-05-26,0
336,48,4582.271710765535,94.4459433736568,3,monthly,credit_card,,1
337,12,918.0558772688989,95.62073380727874,3,monthly,credit_card,2024-03-11,0
338,5,693.6617601788286,88.8035198514568,2,monthly,upi,2024-05-21,0
339,37,518.5015657605,58.548464283863375,0,yearly,debit_card,2024-06-21,0
340,32,4556.273953779492,66.45924766266066,1,monthly,debit_card,2024-09-13,1
341,59,1048.7566679977579,87.61361485273757,3,monthly,debit_card,2024-06-28,0
342,55,2139.7961498673385,78.71022282697253,1,yearly,credit_card,2024-10-15,0
343,9,2299.3716916948147,64.8589156982641,4,yearly,debit_card,2024-06-10,1
344,41,3035.154116646481,98.31464374771676,1,monthly,upi,2024-12-16,0
345,35,451.50318436238234,70.13928045170094,1,monthly,paypal,,0
346,19,,97.67078928253731,2,two_year,debit_card,2024-05-09,0
347,48,4664.302895902738,10.45190508767362,2,monthly,debit_card,2024-07-08,1
348,16,4551.209525615991,18.201235220510185,2,two_year,credit_card,2024-11-27,0
349,3,3928.324172287892,47.88859037004661,3,two_year,paypal,2024-01-19,0
350,20,195.06610352925563,41.56354878400994,3,yearly,paypal,2024-09-28,0
351,24,1702.3331656309003,79.35980992891764,2,two_year,paypal,2024-05-13,0
352,54,3176.9978031802484,20.258332514574356,2,monthly,debit_card,2024-10-09,0
353,56,1448.432037690031,97.72904201559142,1,two_year,paypal,2024-07-27,0
354,33,4556.974805763509,34.93125814978683,1,yearly,credit_card,2024-05-20,0
355,24,3206.0583629789653,45.74775223531515,1,two_year,paypal,2024-03-17,0
356,52,452.34291485058344,31.100778081802176,0,two_year,debit_card,2024-11-23,1
357,11,4554.127385294945,60.03954364602199,2,two_year,paypal,2024-01-25,1
